bx,by,V,BV,VR,BR,galaxy_name,host_galaxy_group_type,host_galaxy_mass,galcen_radius
"2,082.9","1,422.77",23.241,0.764,0.378,1.142,NGC 5813,E,11.8,13.036
"3,609.33","1,433.51",21.732,0.965,0.521,1.486,NGC 5813,E,11.8,12.1874
"2,935.44","1,440.33",22.647,0.662,0.491,1.153,NGC 5813,E,11.8,12.0844
"2,876.25","1,454.55",22.742,0.765,0.41,1.175,NGC 5813,E,11.8,12.0501
"2,446.7","1,488.63",22.111,0.579,0.357,0.936,NGC 5813,E,11.8,12.2618
"2,441.14","1,525.41",23.227,0.649,0.416,1.065,NGC 5813,E,11.8,12.1143
"1,632.89","1,554.42",22.251,0.65,0.34,0.99,NGC 5813,E,11.8,13.379
"3,727.71","1,565.07",22.44,0.88,0.488,1.368,NGC 5813,E,11.8,11.7118
"4,025.57","1,580.11",23.141,0.956,0.687,1.643,NGC 5813,E,11.8,11.9665
"2,267.07","1,630.62",23.088,0.771,0.393,1.164,NGC 5813,E,11.8,11.9085
"4,904.93","1,636.46",22.514,0.967,0.554,1.521,NGC 5813,E,11.8,13.3883
"4,589.33","1,672.47",21.632,0.593,0.323,0.916,NGC 5813,E,11.8,12.5516
"2,294.24","1,674.93",23.14,0.915,0.575,1.49,NGC 5813,E,11.8,11.6876
"2,095.16","1,683.75",21.802,0.635,0.387,1.022,NGC 5813,E,11.8,11.9684
"3,722.91","1,706.39",22.715,0.596,0.364,0.96,NGC 5813,E,11.8,11.1072
"2,546.37","1,712.39",22.798,0.833,0.478,1.311,NGC 5813,E,11.8,11.2112
"3,960.41","1,715.67",21.636,0.598,0.381,0.979,NGC 5813,E,11.8,11.3221
"1,614.24","1,740.06",23.078,0.492,0.458,0.95,NGC 5813,E,11.8,12.7324
"1,336.01","1,764.33",23,1.011,0.552,1.563,NGC 5813,E,11.8,13.3341
"2,213.02","1,804.72",23.355,1.074,0.612,1.686,NGC 5813,E,11.8,11.2857
"1,709.11","1,847.2",22.887,0.958,0.641,1.599,NGC 5813,E,11.8,12.1191
"2,999.86","1,851.17",23.451,0.621,0.534,1.155,NGC 5813,E,11.8,10.283
"3,352.69","1,852.3",22.823,0.782,0.515,1.297,NGC 5813,E,11.8,10.2631
"4,360.03","1,874.54",21.685,0.581,0.363,0.944,NGC 5813,E,11.8,11.3179
"4,287.48","1,893.71",23.273,0.479,0.47,0.949,NGC 5813,E,11.8,11.1071
"1,106.94","1,928.16",23.06,0.826,0.489,1.315,NGC 5813,E,11.8,13.4196
"2,146.73","1,979.35",21.892,0.707,0.448,1.155,NGC 5813,E,11.8,10.7053
"1,212.55","1,989.27",23.491,0.973,0.661,1.634,NGC 5813,E,11.8,12.9161
"2,238.82","1,992.05",23.167,0.784,0.446,1.23,NGC 5813,E,11.8,10.4915
"1,818.77","2,090.95",21.624,0.96,0.575,1.535,NGC 5813,E,11.8,10.9699
"1,961.07","2,114.64",21.89,0.837,0.532,1.369,NGC 5813,E,11.8,10.5589
"1,109.93","2,127.17",23.204,0.914,0.69,1.604,NGC 5813,E,11.8,12.7831
"2,927.24","2,164.34",21.739,0.805,0.506,1.311,NGC 5813,E,11.8,8.96453
"1,891.35","2,197.27",22.801,0.635,0.489,1.124,NGC 5813,E,11.8,10.411
"1,224.21","2,203.01",23.255,0.598,0.449,1.047,NGC 5813,E,11.8,12.2008
"4,419.1","2,271.34",21.87,0.74,0.44,1.18,NGC 5813,E,11.8,9.94107
"2,123.89","2,274.16",23.334,0.631,0.457,1.088,NGC 5813,E,11.8,9.6074
"5,041.32","2,282.53",21.901,0.632,0.474,1.106,NGC 5813,E,11.8,11.5608
"1,656.51","2,329.45",22.749,0.673,0.388,1.061,NGC 5813,E,11.8,10.543
"2,961.79","2,409.63",22.401,0.793,0.523,1.316,NGC 5813,E,11.8,7.88906
"4,650.92","2,413.03",22.39,0.921,0.591,1.512,NGC 5813,E,11.8,10.0232
921.19,"2,439.8",23.243,0.765,0.509,1.274,NGC 5813,E,11.8,12.4893
"1,611.33","2,451.03",23.207,0.95,0.462,1.412,NGC 5813,E,11.8,10.2675
"1,730.6","2,485.66",23.307,0.812,0.516,1.328,NGC 5813,E,11.8,9.815
"1,852.78","2,487.11",23.012,0.932,0.63,1.562,NGC 5813,E,11.8,9.47744
"4,644.66","2,542.11",22.897,0.652,0.338,0.99,NGC 5813,E,11.8,9.57707
"5,493.68","2,564.97",23.056,0.687,0.508,1.195,NGC 5813,E,11.8,12.2362
"4,543.21","2,583.3",22.863,0.958,0.551,1.509,NGC 5813,E,11.8,9.15812
"3,057.3","2,584.33",23.43,0.857,0.627,1.484,NGC 5813,E,11.8,7.09053
"4,000.32","2,595.56",22.852,0.96,0.598,1.558,NGC 5813,E,11.8,7.82965
"4,304.56",2605,22.315,0.588,0.362,0.95,NGC 5813,E,11.8,8.46189
"5,302.65","2,635.5",22.13,0.83,0.502,1.332,NGC 5813,E,11.8,11.3906
"2,011.73","2,648.91",23.266,0.691,0.375,1.066,NGC 5813,E,11.8,8.50035
"1,971.63","2,656.25",23.229,0.582,0.409,0.991,NGC 5813,E,11.8,8.58072
"4,634.61","2,667.22",22.882,0.957,0.47,1.427,NGC 5813,E,11.8,9.145
"2,272.31","2,669.86",22.015,0.676,0.453,1.129,NGC 5813,E,11.8,7.79478
"4,960.77","2,673.62",22.479,0.725,0.404,1.129,NGC 5813,E,11.8,10.1384
"3,510.16","2,703.27",22.509,0.69,0.432,1.122,NGC 5813,E,11.8,6.68809
"1,909.7","2,755.98",23.187,0.908,0.569,1.477,NGC 5813,E,11.8,8.41765
"1,819.16","2,772.01",22.825,0.792,0.49,1.282,NGC 5813,E,11.8,8.63045
"2,150.75","2,773.56",21.772,0.705,0.457,1.162,NGC 5813,E,11.8,7.70669
"3,883.02","2,793.89",22.376,0.96,0.597,1.557,NGC 5813,E,11.8,6.83527
"3,483.52","2,799.13",22.987,0.879,0.479,1.358,NGC 5813,E,11.8,6.25778
"3,521.12","2,802.99",23.132,0.674,0.391,1.065,NGC 5813,E,11.8,6.27581
"5,444.28","2,814.58",23.256,0.665,0.419,1.084,NGC 5813,E,11.8,11.4588
"1,258.41","2,831.47",23.01,0.791,0.636,1.427,NGC 5813,E,11.8,10.2975
"2,614.76","2,848.27",22.965,0.868,0.471,1.339,NGC 5813,E,11.8,6.42976
"5,479.46","2,878.71",22.672,0.925,0.606,1.531,NGC 5813,E,11.8,11.4459
"3,792.49","2,880.44",22.99,0.772,0.555,1.327,NGC 5813,E,11.8,6.33034
"5,220.1","2,882.36",23.263,0.783,0.629,1.412,NGC 5813,E,11.8,10.4852
"2,976.29","2,896.55",22.971,0.684,0.476,1.16,NGC 5813,E,11.8,5.78787
"5,392.54","2,898.73",22.858,0.772,0.438,1.21,NGC 5813,E,11.8,11.0787
800.17,"2,900.51",23.458,0.956,0.577,1.533,NGC 5813,E,11.8,11.8158
"1,698.38","2,910.74",22.149,0.74,0.443,1.183,NGC 5813,E,11.8,8.58925
"2,920.68","2,923.66",21.97,0.791,0.584,1.375,NGC 5813,E,11.8,5.71676
"2,921.11","2,948.25",22.83,0.697,0.486,1.183,NGC 5813,E,11.8,5.61192
"1,060.37","2,951.82",22.445,0.664,0.444,1.108,NGC 5813,E,11.8,10.7276
"1,073.9","2,970.04",23.276,0.678,0.366,1.044,NGC 5813,E,11.8,10.6368
"2,719.81","2,977.33",23.031,0.628,0.458,1.086,NGC 5813,E,11.8,5.73942
"5,831.57","3,000.7",22.941,0.676,0.334,1.01,NGC 5813,E,11.8,12.5537
"4,289.65","3,006.28",23.275,0.734,0.461,1.195,NGC 5813,E,11.8,7.05683
"4,696.55","3,016.05",22.195,0.739,0.476,1.215,NGC 5813,E,11.8,8.31309
"5,696.09","3,017.1",23.249,0.68,0.431,1.111,NGC 5813,E,11.8,11.9937
"4,027.02","3,041.1",21.907,0.576,0.325,0.901,NGC 5813,E,11.8,6.22773
"4,262.18","3,042.79",22.373,0.52,0.401,0.921,NGC 5813,E,11.8,6.86014
"1,426.46","3,068.18",21.881,1.02,0.577,1.597,NGC 5813,E,11.8,9.11452
"2,507.16","3,069.88",22.424,0.719,0.468,1.187,NGC 5813,E,11.8,5.77998
"5,533.82","3,101.23",21.927,0.638,0.468,1.106,NGC 5813,E,11.8,11.2047
"2,504.01","3,118.25",23.276,0.596,0.45,1.046,NGC 5813,E,11.8,5.60772
"2,231.83","3,119.11",22.358,0.57,0.291,0.861,NGC 5813,E,11.8,6.31017
"1,237.72","3,123.32",23.09,0.708,0.485,1.193,NGC 5813,E,11.8,9.68903
"4,332.93","3,135.68",22.745,0.937,0.454,1.391,NGC 5813,E,11.8,6.78719
"2,701.05","3,135.58",21.614,0.739,0.442,1.181,NGC 5813,E,11.8,5.13599
"5,898.93","3,138.34",22.959,0.865,0.465,1.33,NGC 5813,E,11.8,12.5879
"3,800.61","3,140.45",23.008,0.545,0.437,0.982,NGC 5813,E,11.8,5.3395
"2,415.16","3,141.84",21.812,1.012,0.585,1.597,NGC 5813,E,11.8,5.73777
"1,367.33","3,152.1",22.238,0.713,0.494,1.207,NGC 5813,E,11.8,9.13998
"4,489.27","3,160.32",23.463,0.783,0.565,1.348,NGC 5813,E,11.8,7.22462
"3,065.99","3,160.59",23.211,0.586,0.459,1.045,NGC 5813,E,11.8,4.59755
"2,289.32","3,162.71",22.254,0.656,0.442,1.098,NGC 5813,E,11.8,6.00383
442.31,"3,173.08",21.916,0.676,0.502,1.178,NGC 5813,E,11.8,12.7223
978.31,"3,173.44",22.348,0.695,0.492,1.187,NGC 5813,E,11.8,10.5868
"5,811.82","3,176.6",22.474,0.624,0.501,1.125,NGC 5813,E,11.8,12.1772
"1,335.86","3,189.8",22.935,0.673,0.469,1.142,NGC 5813,E,11.8,9.17696
"2,374.59","3,192.35",22.422,0.686,0.408,1.094,NGC 5813,E,11.8,5.66912
"1,885.15","3,207.91",23.31,0.686,0.595,1.281,NGC 5813,E,11.8,7.14212
"1,999.34","3,238.23",21.71,0.671,0.436,1.107,NGC 5813,E,11.8,6.67322
"3,747.35","3,243.31",23.02,0.649,0.409,1.058,NGC 5813,E,11.8,4.83855
625.46,"3,245.78",23.278,0.513,0.441,0.954,NGC 5813,E,11.8,11.8688
"2,716.47","3,249.58",22.747,0.638,0.462,1.1,NGC 5813,E,11.8,4.65953
"5,571.46","3,251.23",22.453,0.683,0.441,1.124,NGC 5813,E,11.8,11.0935
"2,875.24","3,253.19",22.212,0.595,0.466,1.061,NGC 5813,E,11.8,4.38398
"1,762.13","3,263.72",22.556,0.807,0.503,1.31,NGC 5813,E,11.8,7.43272
"3,350.01","3,267.51",22.13,0.673,0.444,1.117,NGC 5813,E,11.8,4.15545
"1,570.87","3,275.46",23.437,0.728,0.518,1.246,NGC 5813,E,11.8,8.10822
"3,454.5","3,290.03",23.14,0.74,0.465,1.205,NGC 5813,E,11.8,4.15833
"4,441.78","3,296.66",22.244,0.577,0.377,0.954,NGC 5813,E,11.8,6.70171
"2,948.28","3,306.15",23.063,0.74,0.537,1.277,NGC 5813,E,11.8,4.07272
"1,204.16","3,309.69",22.137,0.729,0.438,1.167,NGC 5813,E,11.8,9.45003
"2,232.58","3,320.67",22.424,0.763,0.45,1.213,NGC 5813,E,11.8,5.67678
"3,922.64","3,331.78",22.915,0.643,0.451,1.094,NGC 5813,E,11.8,4.954
"3,126.85","3,348.51",22.881,0.732,0.516,1.248,NGC 5813,E,11.8,3.75953
"1,479.01","3,348.83",21.667,0.753,0.463,1.216,NGC 5813,E,11.8,8.30452
"2,278.8","3,379.39",22.505,0.764,0.567,1.331,NGC 5813,E,11.8,5.3563
"1,693.92","3,390.91",22.802,0.688,0.412,1.1,NGC 5813,E,11.8,7.39674
"3,027.02","3,418.13",22.793,0.719,0.39,1.109,NGC 5813,E,11.8,3.52029
"2,187.92","3,420.83",23.023,0.66,0.447,1.107,NGC 5813,E,11.8,5.5386
831.41,"3,422.74",22.732,0.664,0.459,1.123,NGC 5813,E,11.8,10.769
"2,218.02","3,425.54",22.49,0.733,0.459,1.192,NGC 5813,E,11.8,5.42415
"1,250.16","3,433.8",23.239,0.857,0.536,1.393,NGC 5813,E,11.8,9.05286
"4,061.61","3,484.24",23.016,0.75,0.386,1.136,NGC 5813,E,11.8,4.90858
"3,401.77","3,487.42",23.458,0.748,0.604,1.352,NGC 5813,E,11.8,3.27301
"2,446.01","3,489.72",22.057,0.683,0.432,1.115,NGC 5813,E,11.8,4.50026
"5,965.22","3,504.57",22.518,0.802,0.46,1.262,NGC 5813,E,11.8,12.3739
"2,807.71","3,507.06",22.303,0.602,0.417,1.019,NGC 5813,E,11.8,3.48355
"2,911.06","3,512.37",22.174,0.796,0.49,1.286,NGC 5813,E,11.8,3.27217
"3,800.78","3,517.33",23.214,0.836,0.406,1.242,NGC 5813,E,11.8,4.00126
"2,439.79","3,517.05",23.156,0.692,0.576,1.268,NGC 5813,E,11.8,4.43775
"4,040.28","3,519.98",23.008,0.584,0.486,1.07,NGC 5813,E,11.8,4.73905
"4,422.35","3,538.92",23.205,0.649,0.572,1.221,NGC 5813,E,11.8,6.06722
994.23,"3,542.57",22.314,0.63,0.492,1.122,NGC 5813,E,11.8,9.93775
639.32,"3,543.89",22.865,0.811,0.511,1.322,NGC 5813,E,11.8,11.4123
"2,101.49","3,549.22",22.762,0.616,0.419,1.035,NGC 5813,E,11.8,5.52478
"3,890.13","3,555.63",23.34,0.6,0.468,1.068,NGC 5813,E,11.8,4.14971
"5,783.7","3,564.91",23.285,0.655,0.42,1.075,NGC 5813,E,11.8,11.5499
"1,885.15","3,572.03",22.03,0.872,0.538,1.41,NGC 5813,E,11.8,6.29725
"2,862.29",3574,23.036,0.735,0.343,1.078,NGC 5813,E,11.8,3.1158
"1,584.22","3,577.02",22.953,0.997,0.505,1.502,NGC 5813,E,11.8,7.47868
"2,605.53",3577,23.067,0.723,0.423,1.146,NGC 5813,E,11.8,3.7464
"3,411.29","3,580.53",22.525,0.851,0.554,1.405,NGC 5813,E,11.8,2.90052
"3,332.32","3,588.17",21.933,0.907,0.515,1.422,NGC 5813,E,11.8,2.77534
"3,098.43","3,589.61",22.952,0.722,0.486,1.208,NGC 5813,E,11.8,2.73248
"2,860.12","3,595.91",22.767,0.796,0.492,1.288,NGC 5813,E,11.8,3.03582
"5,493.06","3,610.02",22.878,0.677,0.399,1.076,NGC 5813,E,11.8,10.285
"2,343.46","3,611.56",23.186,0.838,0.428,1.266,NGC 5813,E,11.8,4.50089
"3,064.21","3,615.09",23.158,0.739,0.38,1.119,NGC 5813,E,11.8,2.64998
"4,860.15","3,617.6",23.255,0.816,0.56,1.376,NGC 5813,E,11.8,7.65919
"4,036.41","3,625.4",23.227,0.719,0.365,1.084,NGC 5813,E,11.8,4.45093
"3,360.15","3,626.19",21.927,0.776,0.482,1.258,NGC 5813,E,11.8,2.64522
"2,690.97","3,635.84",21.812,0.832,0.537,1.369,NGC 5813,E,11.8,3.30915
"3,510.28","3,636.79",22.704,0.676,0.379,1.055,NGC 5813,E,11.8,2.85137
"2,137.96","3,642.71",21.586,0.795,0.468,1.263,NGC 5813,E,11.8,5.18409
"3,489.35",3643,23.122,0.641,0.46,1.101,NGC 5813,E,11.8,2.78494
"2,996.37","3,649.79",23.197,0.714,0.466,1.18,NGC 5813,E,11.8,2.58338
"5,357.37","3,658.28",22.412,0.677,0.441,1.118,NGC 5813,E,11.8,9.66545
"2,365.31","3,661.65",22.914,0.747,0.479,1.226,NGC 5813,E,11.8,4.29895
"5,537.2","3,667.66",23.47,1.054,0.646,1.7,NGC 5813,E,11.8,10.4111
"4,117.46","3,678.75",22.84,0.928,0.426,1.354,NGC 5813,E,11.8,4.62318
"2,183.7","3,685.91",23.007,0.764,0.411,1.175,NGC 5813,E,11.8,4.92068
"3,381.16",3696,22.949,0.676,0.324,1,NGC 5813,E,11.8,2.38541
"2,615.4","3,700.07",23.136,0.7,0.453,1.153,NGC 5813,E,11.8,3.33913
"5,561.43","3,703.39",23.375,0.734,0.507,1.241,NGC 5813,E,11.8,10.48
"1,413.03","3,704.12",22.181,0.691,0.567,1.258,NGC 5813,E,11.8,7.99971
"2,028.38","3,715.38",23.056,0.618,0.455,1.073,NGC 5813,E,11.8,5.47207
"2,207.13","3,719.47",22.332,0.817,0.49,1.307,NGC 5813,E,11.8,4.7635
"2,508.22","3,733.63",22.272,0.719,0.514,1.233,NGC 5813,E,11.8,3.61161
"2,980.9","3,733.29",22.827,0.911,0.566,1.477,NGC 5813,E,11.8,2.26953
"3,379.85","3,735.26",22.157,0.846,0.534,1.38,NGC 5813,E,11.8,2.22433
"2,297.2","3,736.15",22.983,0.681,0.437,1.118,NGC 5813,E,11.8,4.38417
975.76,"3,737.8",22.013,0.732,0.542,1.274,NGC 5813,E,11.8,9.79831
"2,781.05","3,739.68",22.651,0.734,0.513,1.247,NGC 5813,E,11.8,2.71229
335.68,"3,742.31",22.392,0.7,0.464,1.164,NGC 5813,E,11.8,12.5139
"2,267.61","3,756.72",21.858,0.658,0.472,1.13,NGC 5813,E,11.8,4.45675
"3,263.51","3,758.71",22.7,0.583,0.404,0.987,NGC 5813,E,11.8,1.99281
"2,019.8","3,764.75",21.635,0.756,0.472,1.228,NGC 5813,E,11.8,5.425
"3,454.43","3,794.89",22.517,0.588,0.422,1.01,NGC 5813,E,11.8,2.1388
"2,793.92","3,799.15",23.248,0.624,0.465,1.089,NGC 5813,E,11.8,2.4832
"4,120.88","3,798.37",22.636,0.726,0.403,1.129,NGC 5813,E,11.8,4.40178
"3,174.21","3,799.22",22.751,0.928,0.544,1.472,NGC 5813,E,11.8,1.79407
"3,699.8","3,802.39",22.039,0.811,0.43,1.241,NGC 5813,E,11.8,2.82779
"3,011.95","3,803.08",23.338,0.755,0.422,1.177,NGC 5813,E,11.8,1.93773
"3,354.35","3,807.02",23.077,0.646,0.384,1.03,NGC 5813,E,11.8,1.89469
"3,770.86","3,810.51",22.904,0.882,0.469,1.351,NGC 5813,E,11.8,3.05255
"4,468.41","3,815.84",21.58,0.802,0.504,1.306,NGC 5813,E,11.8,5.78322
"1,005.12","3,819.63",23.157,0.622,0.357,0.979,NGC 5813,E,11.8,9.60345
"3,858.95","3,821.35",23.284,0.609,0.434,1.043,NGC 5813,E,11.8,3.34827
"2,053.53","3,822.97",22.69,0.906,0.446,1.352,NGC 5813,E,11.8,5.20062
"1,867.21","3,827.49",22.159,0.671,0.454,1.125,NGC 5813,E,11.8,5.96256
"3,693.81","3,827.23",21.922,1.02,0.58,1.6,NGC 5813,E,11.8,2.74105
"1,446.96","3,827.4",23.155,0.972,0.694,1.666,NGC 5813,E,11.8,7.72354
835.36,"3,829.35",22.839,0.779,0.473,1.252,NGC 5813,E,11.8,10.3195
"2,349.63","3,832.78",22.445,0.713,0.508,1.221,NGC 5813,E,11.8,3.99365
"5,308.09","3,834.38",23.287,0.972,0.662,1.634,NGC 5813,E,11.8,9.29765
"4,899.43","3,836.32",22.067,0.586,0.434,1.02,NGC 5813,E,11.8,7.56325
"2,665.21","3,839.37",23.399,0.723,0.54,1.263,NGC 5813,E,11.8,2.79091
"2,848.01","3,843.88",21.784,0.735,0.471,1.206,NGC 5813,E,11.8,2.18096
"3,253.09","3,844.11",23.223,0.593,0.426,1.019,NGC 5813,E,11.8,1.62002
"1,710.63","3,845.9",22.434,0.716,0.447,1.163,NGC 5813,E,11.8,6.59507
"2,963.95","3,855.15",22.199,0.825,0.495,1.32,NGC 5813,E,11.8,1.83475
969.34,"3,859.78",23.374,0.722,0.473,1.195,NGC 5813,E,11.8,9.72606
"2,026.36","3,860.57",21.615,0.952,0.654,1.606,NGC 5813,E,11.8,5.26156
"3,077.33","3,872.43",22.444,0.669,0.42,1.089,NGC 5813,E,11.8,1.55458
"3,189.46","3,872.22",23.156,0.656,0.463,1.119,NGC 5813,E,11.8,1.47575
"2,816.03","3,874.99",23.182,0.686,0.423,1.109,NGC 5813,E,11.8,2.18416
"5,769.1","3,894.84",22.531,0.658,0.366,1.024,NGC 5813,E,11.8,11.2309
"2,702.13","3,897.91",22.681,0.771,0.407,1.178,NGC 5813,E,11.8,2.51525
"2,554.94","3,901.47",22.492,0.628,0.539,1.167,NGC 5813,E,11.8,3.06242
"1,561.54","3,908.85",23.234,0.746,0.472,1.218,NGC 5813,E,11.8,7.16594
"3,438.09","3,925.31",22.444,0.636,0.437,1.073,NGC 5813,E,11.8,1.64129
"1,586.68","3,927.88",22.326,0.633,0.467,1.1,NGC 5813,E,11.8,7.04385
"3,003.04","3,931.1",23.175,0.783,0.357,1.14,NGC 5813,E,11.8,1.46548
"3,613.69","3,933.32",22.45,0.605,0.435,1.04,NGC 5813,E,11.8,2.19284
"2,890.68",3936,22.889,0.712,0.466,1.178,NGC 5813,E,11.8,1.76647
"3,246.38","3,939.47",22.682,0.736,0.545,1.281,NGC 5813,E,11.8,1.20808
"5,165.56","3,940.92",22.489,0.662,0.424,1.086,NGC 5813,E,11.8,8.61849
"2,826.63","3,942.04",23.133,0.88,0.433,1.313,NGC 5813,E,11.8,1.96291
"3,070.68","3,944.44",22.978,0.548,0.366,0.914,NGC 5813,E,11.8,1.2729
"1,138.17","3,945.53",23.113,0.723,0.386,1.109,NGC 5813,E,11.8,8.94873
"2,949.4","3,950.17",23.253,0.929,0.435,1.364,NGC 5813,E,11.8,1.54336
"2,764.42","3,952.65",23.24,0.754,0.428,1.182,NGC 5813,E,11.8,2.15996
"3,412.75","3,953.12",23.132,0.793,0.37,1.163,NGC 5813,E,11.8,1.4787
"4,651.04","3,954.44",22.221,0.629,0.405,1.034,NGC 5813,E,11.8,6.4119
"1,377.13","3,958.31",21.721,0.604,0.394,0.998,NGC 5813,E,11.8,7.91733
1722,"3,959.93",22.553,0.785,0.444,1.229,NGC 5813,E,11.8,6.44303
2993,"3,970.48",22.484,0.686,0.442,1.128,NGC 5813,E,11.8,1.35309
"3,211.56","3,971.03",23.071,0.75,0.359,1.109,NGC 5813,E,11.8,1.05083
"3,591.42","3,975.29",22.794,0.812,0.508,1.32,NGC 5813,E,11.8,2.0151
"2,779.48","3,979.25",23.013,0.83,0.515,1.345,NGC 5813,E,11.8,2.04478
"3,024.46","3,985.43",23.211,0.83,0.563,1.393,NGC 5813,E,11.8,1.21845
"3,167.62","3,996.4",22.566,0.728,0.453,1.181,NGC 5813,E,11.8,0.942021
"2,761.9","4,001.04",22.484,0.803,0.446,1.249,NGC 5813,E,11.8,2.06718
2779,"4,002.12",22.367,0.734,0.484,1.218,NGC 5813,E,11.8,1.99903
"3,133.88","4,004.38",22.519,0.765,0.573,1.338,NGC 5813,E,11.8,0.934756
"1,823.28","4,005.51",23.126,0.603,0.423,1.026,NGC 5813,E,11.8,5.97831
"2,717.76","4,005.66",23.005,0.609,0.343,0.952,NGC 5813,E,11.8,2.23161
"2,109.87",4007,22.6,0.672,0.547,1.219,NGC 5813,E,11.8,4.75575
"3,150.19","4,008.91",23.279,0.674,0.462,1.136,NGC 5813,E,11.8,0.899517
"4,341.42","4,026.55",21.891,0.614,0.351,0.965,NGC 5813,E,11.8,5.04114
"3,167.09","4,027.36",22.314,0.827,0.512,1.339,NGC 5813,E,11.8,0.808737
"3,663.3","4,027.85",22.89,0.608,0.408,1.016,NGC 5813,E,11.8,2.19569
"2,949.01","4,028.96",23.181,0.845,0.453,1.298,NGC 5813,E,11.8,1.31206
"3,192.13","4,033.86",21.864,0.69,0.455,1.145,NGC 5813,E,11.8,0.774285
"3,054.29","4,045.1",23.384,0.866,0.511,1.377,NGC 5813,E,11.8,0.933794
"3,161.67","4,047.78",22.415,0.74,0.423,1.163,NGC 5813,E,11.8,0.724467
"3,654.66","4,050.89",21.608,0.868,0.5,1.368,NGC 5813,E,11.8,2.12635
"3,756.56","4,051.12",22.488,0.762,0.493,1.255,NGC 5813,E,11.8,2.54618
"3,312.49","4,052.8",23.239,0.804,0.513,1.317,NGC 5813,E,11.8,0.870751
"3,380.55","4,059.4",23.21,0.568,0.536,1.104,NGC 5813,E,11.8,1.05695
"3,095.19","4,064.77",23.031,0.91,0.57,1.48,NGC 5813,E,11.8,0.760558
"2,737.97","4,063.01",22.325,0.667,0.38,1.047,NGC 5813,E,11.8,2.05963
"2,917.59","4,066.34",22.234,0.824,0.433,1.257,NGC 5813,E,11.8,1.3379
"3,201.38","4,067.91",22.192,0.761,0.469,1.23,NGC 5813,E,11.8,0.628341
831.99,"4,073.62",22.505,0.6,0.514,1.114,NGC 5813,E,11.8,10.2126
"3,269.22","4,077.32",23.254,1.005,0.444,1.449,NGC 5813,E,11.8,0.67811
"1,244.42","4,080.46",21.813,0.655,0.472,1.127,NGC 5813,E,11.8,8.43114
"2,800.04","4,086.37",21.892,0.776,0.489,1.265,NGC 5813,E,11.8,1.77265
"3,031.94","4,090.2",22.23,0.845,0.495,1.34,NGC 5813,E,11.8,0.864931
"2,933.12","4,091.97",23.197,0.784,0.465,1.249,NGC 5813,E,11.8,1.22747
"3,046.44","4,083.81",22.509,0.56,0.487,1.047,NGC 5813,E,11.8,0.834632
"3,081.85","4,097.07",22.635,0.873,0.519,1.392,NGC 5813,E,11.8,0.68468
"3,352.16","4,104.23",22.452,0.69,0.489,1.179,NGC 5813,E,11.8,0.843274
"3,584.55","4,103.51",22.799,0.74,0.461,1.201,NGC 5813,E,11.8,1.76968
"4,131.34","4,112.52",22.306,0.687,0.445,1.132,NGC 5813,E,11.8,4.09261
"3,007.83","4,129.45",22.733,0.844,0.508,1.352,NGC 5813,E,11.8,0.865392
"3,328.34","4,127.83",21.833,0.943,0.482,1.425,NGC 5813,E,11.8,0.701661
"3,592.14","4,142.65",23.281,1.094,0.531,1.625,NGC 5813,E,11.8,1.76517
"2,934.85","4,193.81",23.096,0.706,0.478,1.184,NGC 5813,E,11.8,1.10446
"2,300.95","4,197.03",21.83,0.709,0.469,1.178,NGC 5813,E,11.8,3.84255
"3,028.84","4,197.91",23.263,0.9,0.538,1.438,NGC 5813,E,11.8,0.697918
"3,403.3","4,209.49",23.059,1.113,0.485,1.598,NGC 5813,E,11.8,0.924039
"2,726.51","4,212.9",23.16,0.554,0.261,0.815,NGC 5813,E,11.8,2.0019
"1,403.48","4,217.93",23.354,0.747,0.461,1.208,NGC 5813,E,11.8,7.72157
"3,358.12","4,218.85",21.694,0.861,0.502,1.363,NGC 5813,E,11.8,0.72937
"2,935.46","4,221.73",22.655,0.665,0.413,1.078,NGC 5813,E,11.8,1.09916
"3,570.74","4,227.99",23.413,0.497,0.493,0.99,NGC 5813,E,11.8,1.6496
"3,616.6","4,244.81",22.847,0.706,0.451,1.157,NGC 5813,E,11.8,1.85216
"5,996.38","4,246.19",23.159,0.56,0.312,0.872,NGC 5813,E,11.8,12.1361
"2,248.04","4,255.21",23.251,0.669,0.384,1.053,NGC 5813,E,11.8,4.07391
"3,764.09","4,264.06",21.714,0.702,0.466,1.168,NGC 5813,E,11.8,2.4949
"3,415.61","4,267.71",23.185,0.712,0.468,1.18,NGC 5813,E,11.8,1.00742
"2,885.07","4,269.37",22.454,0.72,0.531,1.251,NGC 5813,E,11.8,1.3385
204.67,"4,283.11",23.212,0.923,0.507,1.43,NGC 5813,E,11.8,12.9066
"3,672.09","4,287.88",23.203,0.734,0.348,1.082,NGC 5813,E,11.8,2.11309
"3,298.53","4,288.46",23.278,0.793,0.61,1.403,NGC 5813,E,11.8,0.576701
"5,769.82","4,290.57",23.204,0.917,0.589,1.506,NGC 5813,E,11.8,11.1617
"1,603.37","4,300.3",22.49,0.911,0.503,1.414,NGC 5813,E,11.8,6.86648
"3,311.1","4,305.7",22.64,0.865,0.556,1.421,NGC 5813,E,11.8,0.665061
"2,701.76","4,305.82",23.534,0.998,0.653,1.651,NGC 5813,E,11.8,2.14594
